 area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,total_sqft_numeric,price_per_sqft,sqft_per_bhk
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1140,2.0,1.0,32.92,2.0,1140.0,2887.719298245614,570.0
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1116,2.0,2.0,40.0,2.0,1116.0,3584.2293906810037,558.0
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1150,3.0,3.0,46.0,3.0,1150.0,4000.0,383.3333333333333
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1192,2.0,3.0,47.0,3.0,1192.0,3942.953020134228,397.3333333333333
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1502,3.0,3.0,50.0,3.0,1502.0,3328.894806924101,500.6666666666667
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1020,2.0,2.0,32.0,2.0,1020.0,3137.2549019607845,510.0
Built-up  Area,Ready To Move,Electronic City Phase II,4 Bedroom,1900,3.0,1.0,97.0,4.0,1900.0,5105.263157894737,475.0
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1020,2.0,1.0,27.43,2.0,1020.0,2689.2156862745096,510.0
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1025,2.0,1.0,26.65,2.0,1025.0,2600.0,512.5
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1020,2.0,1.0,29.45,2.0,1020.0,2887.2549019607845,510.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1000,2.0,1.0,28.88,2.0,1000.0,2888.0,500.0
Built-up  Area,18-Dec,Electronic City Phase II,3 BHK,1310,2.0,1.0,37.84,3.0,1310.0,2888.549618320611,436.6666666666667
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1140,2.0,2.0,28.5,2.0,1140.0,2500.0,570.0
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1125,2.0,1.0,32.49,2.0,1125.0,2888.0,562.5
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1200,2.0,1.0,34.65,2.0,1200.0,2887.5,600.0
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1160,2.0,1.0,52.2,2.0,1160.0,4500.0,580.0
Super built-up  Area,18-Jun,Electronic City Phase II,2 BHK,1244,2.0,1.0,55.0,2.0,1244.0,4421.221864951768,622.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1160,2.0,1.0,33.51,2.0,1160.0,2888.793103448276,580.0
Built-up  Area,18-Aug,Electronic City Phase II,3 BHK,1220,3.0,1.0,35.25,3.0,1220.0,2889.344262295082,406.6666666666667
Super built-up  Area,19-Dec,Electronic City Phase II,3 BHK,1625,2.0,2.0,48.75,3.0,1625.0,3000.0,541.6666666666666
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,972,2.0,1.0,40.0,2.0,972.0,4115.22633744856,486.0
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1160,2.0,1.0,33.51,2.0,1160.0,2888.793103448276,580.0
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1400,2.0,2.0,40.45,3.0,1400.0,2889.2857142857147,466.6666666666667
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1090,2.0,1.0,31.48,2.0,1090.0,2888.0733944954127,545.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1140,2.0,1.0,32.92,2.0,1140.0,2887.719298245614,570.0
Super built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,650,1.0,1.0,35.0,1.0,650.0,5384.615384615385,650.0
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1155,2.0,1.0,57.0,2.0,1155.0,4935.064935064935,577.5
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1800,3.0,3.0,92.0,3.0,1800.0,5111.111111111111,600.0
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1300,2.0,2.0,28.0,2.0,1300.0,2153.846153846154,650.0
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1160,2.0,1.0,33.5,2.0,1160.0,2887.9310344827586,580.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1025,2.0,1.0,29.6,2.0,1025.0,2887.8048780487807,512.5
Super built-up  Area,19-Aug,Electronic City Phase II,2 BHK,829,2.0,1.0,22.8,2.0,829.0,2750.301568154403,414.5
Super built-up  Area,18-May,Electronic City Phase II,4 BHK,2150 - 2225,4.0,0.0,105.0,4.0,2187.5,4800.0,546.875
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1252,2.0,1.0,67.0,2.0,1252.0,5351.437699680511,626.0
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1320,2.0,1.0,38.12,3.0,1320.0,2887.8787878787875,440.0
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1125,2.0,1.0,32.63,2.0,1125.0,2900.444444444445,562.5
Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,1140,2.0,1.0,34.0,2.0,1140.0,2982.4561403508774,570.0
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1310,2.0,1.0,37.84,3.0,1310.0,2888.549618320611,436.6666666666667
Built-up  Area,18-Aug,Electronic City Phase II,3 BHK,1400,2.0,2.0,40.43,3.0,1400.0,2887.8571428571427,466.6666666666667
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1252,2.0,1.0,65.0,3.0,1252.0,5191.693290734825,417.3333333333333
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1135,2.0,2.0,46.0,2.0,1135.0,4052.863436123348,567.5
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1305,3.0,1.0,65.0,3.0,1305.0,4980.842911877395,435.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1165,2.0,1.0,33.64,2.0,1165.0,2887.5536480686696,582.5
Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,1400,2.0,2.0,40.44,3.0,1400.0,2888.5714285714284,466.6666666666667
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1336,2.0,3.0,50.35,3.0,1336.0,3768.7125748502995,445.3333333333333
Built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,575,1.0,1.0,16.75,1.0,575.0,2913.0434782608695,575.0
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,925,2.0,1.0,49.82,3.0,925.0,5385.945945945946,308.3333333333333
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1065,2.0,1.0,30.76,2.0,1065.0,2888.262910798122,532.5
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1065,2.0,1.0,30.75,2.0,1065.0,2887.323943661972,532.5
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1140,2.0,1.0,33.06,2.0,1140.0,2900.0,570.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,911,2.0,1.0,26.5,2.0,911.0,2908.8913282107574,455.5
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1200,2.0,1.0,34.65,2.0,1200.0,2887.5,600.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1031,2.0,1.0,54.48,2.0,1031.0,5284.190106692531,515.5
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1310,2.0,1.0,37.83,3.0,1310.0,2887.7862595419847,436.6666666666667
Super built-up  Area,19-Dec,Electronic City Phase II,3 BHK,1651,3.0,1.0,49.53,3.0,1651.0,3000.0,550.3333333333334
Built-up  Area,21-Dec,"Electronic city Phase 1, ",2 BHK,950,2.0,1.0,33.0,2.0,950.0,3473.684210526316,475.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1070,2.0,1.0,45.5,2.0,1070.0,4252.336448598131,535.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1475,3.0,2.0,78.29,3.0,1475.0,5307.796610169492,491.6666666666667
Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1490,3.0,1.0,78.8,3.0,1490.0,5288.5906040268455,496.6666666666667
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1113.27,2.0,2.0,53.0,2.0,1113.27,4760.74986301616,556.635
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1490,3.0,1.0,84.0,3.0,1490.0,5637.583892617449,496.6666666666667
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1175,2.0,2.0,51.47,2.0,1175.0,4380.425531914893,587.5
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,1160,2.0,1.0,52.0,2.0,1160.0,4482.758620689655,580.0
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,920,2.0,2.0,33.0,2.0,920.0,3586.9565217391305,460.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1750,3.0,2.0,84.0,3.0,1750.0,4800.0,583.3333333333334
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1350,3.0,1.0,55.0,3.0,1350.0,4074.074074074074,450.0
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,940,2.0,1.0,40.0,2.0,940.0,4255.31914893617,470.0
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1015,2.0,1.0,56.0,2.0,1015.0,5517.241379310345,507.5
Super built-up  Area,18-Apr,Electronics City Phase 1,3 BHK,1595,3.0,2.0,75.0,3.0,1595.0,4702.194357366771,531.6666666666666
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1515,2.0,1.0,80.91,3.0,1515.0,5340.59405940594,505.0
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,995,2.0,0.0,46.0,2.0,995.0,4623.115577889447,497.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1555,2.0,1.0,82.0,3.0,1555.0,5273.311897106109,518.3333333333334
Built-up  Area,18-Jul,Electronics City Phase 1,2 BHK,1340,2.0,2.0,75.0,2.0,1340.0,5597.014925373134,670.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1124,2.0,2.0,55.0,3.0,1124.0,4893.238434163701,374.6666666666667
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,1175,2.0,1.0,57.0,2.0,1175.0,4851.063829787234,587.5
Super built-up  Area,18-Dec,Electronics City Phase 1,1 BHK,755,1.0,1.0,42.41,1.0,755.0,5617.218543046358,755.0
Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,580,1.0,1.0,27.0,1.0,580.0,4655.172413793103,580.0
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,940,2.0,2.0,49.0,2.0,940.0,5212.765957446809,470.0
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,1335,2.0,2.0,67.0,2.0,1335.0,5018.7265917603,667.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1113.12,2.0,2.0,55.0,2.0,1113.12,4941.066551674573,556.56
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,995,2.0,0.0,42.0,2.0,995.0,4221.105527638191,497.5
Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1350,3.0,0.0,71.0,3.0,1350.0,5259.259259259259,450.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1445,2.0,1.0,56.0,3.0,1445.0,3875.432525951557,481.6666666666667
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,995,2.0,1.0,49.8,2.0,995.0,5005.025125628141,497.5
Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,635,1.0,0.0,26.0,1.0,635.0,4094.488188976378,635.0
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,1190,2.0,1.0,68.0,2.0,1190.0,5714.285714285715,595.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1085,2.0,1.0,46.0,2.0,1085.0,4239.6313364055295,542.5
Super built-up  Area,19-Dec,Electronics City Phase 1,3 BHK,1450,3.0,2.0,72.54,3.0,1450.0,5002.758620689656,483.3333333333333
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 RK,360,1.0,0.0,16.9,1.0,360.0,4694.444444444443,360.0
Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,638,1.0,1.0,32.0,1.0,638.0,5015.673981191223,638.0
Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,1175,2.0,2.0,64.98,2.0,1175.0,5530.212765957447,587.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,585,1.0,1.0,21.0,1.0,585.0,3589.74358974359,585.0
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,1200,2.0,2.0,59.76,2.0,1200.0,4980.0,600.0
Super built-up  Area,18-Mar,Electronics City Phase 1,2 BHK,1145,2.0,1.0,54.0,2.0,1145.0,4716.157205240174,572.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1125,2.0,2.0,65.0,2.0,1125.0,5777.777777777777,562.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1450 - 1595,2.0,2.0,60.75,3.0,1522.5,3990.1477832512314,507.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1550,2.0,2.0,82.0,3.0,1550.0,5290.322580645161,516.6666666666666
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1175,2.0,1.0,50.0,2.0,1175.0,4255.31914893617,587.5
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,865,2.0,0.0,40.0,2.0,865.0,4624.277456647399,432.5
Super built-up  Area,17-Jun,Electronics City Phase 1,3 BHK,1450,3.0,1.0,70.0,3.0,1450.0,4827.586206896552,483.3333333333333
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1450,2.0,2.0,63.51,3.0,1450.0,4380.0,483.3333333333333
Super built-up  Area,18-Dec,Electronics City Phase 1,3 BHK,1450,3.0,2.0,58.0,3.0,1450.0,4000.0,483.3333333333333
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1800,3.0,2.0,93.0,3.0,1800.0,5166.666666666667,600.0
Super built-up  Area,18-Jul,Electronics City Phase 1,2 BHK,1314,2.0,2.0,60.0,2.0,1314.0,4566.2100456621,657.0
Super built-up  Area,18-Apr,Electronics City Phase 1,2 BHK,1170,2.0,1.0,62.0,2.0,1170.0,5299.145299145299,585.0
Super built-up  Area,18-Dec,Electronics City Phase 1,3 BHK,1450,3.0,2.0,79.0,3.0,1450.0,5448.275862068966,483.3333333333333
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,940,2.0,1.0,48.0,2.0,940.0,5106.382978723404,470.0
Super built-up  Area,17-May,Electronics City Phase 1,2 BHK,940,2.0,1.0,44.0,2.0,940.0,4680.851063829788,470.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1300,2.0,1.0,67.0,2.0,1300.0,5153.846153846154,650.0
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1028,2.0,1.0,51.0,2.0,1028.0,4961.089494163424,514.0
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1080,2.0,2.0,46.0,2.0,1080.0,4259.259259259259,540.0
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,1205,2.0,2.0,60.0,2.0,1205.0,4979.253112033195,602.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1900,3.0,2.0,85.0,3.0,1900.0,4473.684210526316,633.3333333333334
Super built-up  Area,18-Jun,Electronics City Phase 1,2 BHK,1305,2.0,1.0,67.0,2.0,1305.0,5134.099616858238,652.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,755,1.0,0.0,30.12,1.0,755.0,3989.4039735099336,755.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1175,2.0,1.0,60.0,2.0,1175.0,5106.382978723404,587.5
Plot  Area,18-May,Esther Enclave Layout,2 Bedroom,1000,2.0,0.0,66.0,2.0,1000.0,6600.0,500.0
Super built-up  Area,Ready To Move,Ferrar Nagar,2 BHK,1180,2.0,1.0,69.0,2.0,1180.0,5847.457627118644,590.0
Super built-up  Area,Ready To Move,Ferrar Nagar,4 BHK,2145,4.0,2.0,125.0,4.0,2145.0,5827.505827505827,536.25
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,1700,3.0,1.0,180.0,3.0,1700.0,10588.235294117647,566.6666666666666
Built-up  Area,Ready To Move,Frazer Town,3 BHK,1305,3.0,2.0,95.45,3.0,1305.0,7314.176245210728,435.0
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,1870,3.0,3.0,185.0,3.0,1870.0,9893.048128342247,623.3333333333334
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,1750,3.0,2.0,150.0,3.0,1750.0,8571.42857142857,583.3333333333334
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,4850,6.0,2.0,385.0,4.0,4850.0,7938.144329896907,1212.5
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,2000,3.0,1.0,200.0,3.0,2000.0,10000.0,666.6666666666666
Built-up  Area,Ready To Move,Frazer Town,3 BHK,3500,4.0,2.0,330.0,3.0,3500.0,9428.57142857143,1166.6666666666667
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,2350,4.0,3.0,285.0,3.0,2350.0,12127.659574468085,783.3333333333334
Super built-up  Area,Ready To Move,Frazer Town,2 BHK,1550,2.0,2.0,140.0,2.0,1550.0,9032.258064516129,775.0
Built-up  Area,Ready To Move,Frazer Town,3 BHK,1900,4.0,2.0,145.0,3.0,1900.0,7631.578947368421,633.3333333333334
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,2560,3.0,2.0,265.0,3.0,2560.0,10351.5625,853.3333333333334
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,2400,3.0,2.0,260.0,3.0,2400.0,10833.333333333334,800.0
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,2560,3.0,2.0,288.0,3.0,2560.0,11250.0,853.3333333333334
Built-up  Area,Ready To Move,Frazer Town,4 BHK,3436,5.0,2.0,341.0,4.0,3436.0,9924.330616996507,859.0
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,4856,5.0,3.0,410.0,4.0,4856.0,8443.163097199342,1214.0
Built-up  Area,Ready To Move,Frazer Town,2 BHK,1315,2.0,2.0,140.0,2.0,1315.0,10646.38783269962,657.5
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,1706,3.0,3.0,154.0,3.0,1706.0,9026.963657678782,568.6666666666666
Built-up  Area,18-Apr,Frazer Town,3 BHK,2079,3.0,3.0,220.0,3.0,2079.0,10582.010582010582,693.0
Built-up  Area,Ready To Move,Frazer Town,4 BHK,3435,2.0,1.0,341.0,4.0,3435.0,9927.21979621543,858.75
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,3436,5.0,2.0,345.0,4.0,3436.0,10040.745052386495,859.0
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,3100,3.0,2.0,400.0,3.0,3100.0,12903.225806451614,1033.3333333333333
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,5400,3.0,2.0,400.0,3.0,5400.0,7407.407407407408,1800.0
Super built-up  Area,Ready To Move,Frazer Town,2 BHK,1180,2.0,1.0,105.0,2.0,1180.0,8898.305084745763,590.0
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,2900,4.0,2.0,325.0,4.0,2900.0,11206.896551724138,725.0
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,1870,3.0,3.0,180.0,3.0,1870.0,9625.668449197861,623.3333333333334
Plot  Area,Ready To Move,Frazer Town,1 Bedroom,896,1.0,0.0,100.0,1.0,896.0,11160.714285714286,896.0
Built-up  Area,Ready To Move,Frazer Town,2 BHK,1420,2.0,0.0,120.0,2.0,1420.0,8450.704225352112,710.0
Built-up  Area,Ready To Move,Friends Colony,3 BHK,1150,2.0,1.0,75.0,3.0,1150.0,6521.739130434783,383.3333333333333
Super built-up  Area,Ready To Move,GD Layout,3 BHK,1330,2.0,2.0,68.0,3.0,1330.0,5112.7819548872185,443.3333333333333
Super built-up  Area,Ready To Move,GM Palaya,3 BHK,1820,2.0,3.0,86.0,3.0,1820.0,4725.274725274725,606.6666666666666
Super built-up  Area,18-May,GM Palaya,2 BHK,1225,2.0,2.0,47.0,2.0,1225.0,3836.734693877551,612.5
Super built-up  Area,18-Mar,GM Palaya,2 BHK,1140,2.0,2.0,48.95,2.0,1140.0,4293.859649122807,570.0
Built-up  Area,Ready To Move,GM Palaya,3 BHK,1315,2.0,2.0,65.0,3.0,1315.0,4942.9657794676805,438.3333333333333
Super built-up  Area,Ready To Move,GM Palaya,3 BHK,1315,3.0,1.0,65.0,3.0,1315.0,4942.9657794676805,438.3333333333333
Super built-up  Area,Ready To Move,GM Palaya,3 BHK,1315,3.0,0.0,64.0,3.0,1315.0,4866.920152091255,438.3333333333333
Built-up  Area,Ready To Move,GM Palaya,3 BHK,1735,3.0,2.0,70.0,3.0,1735.0,4034.5821325648417,578.3333333333334
Super built-up  Area,Ready To Move,GM Palaya,3 BHK,1643,2.0,2.0,70.0,3.0,1643.0,4260.49908703591,547.6666666666666
Plot  Area,Ready To Move,Ganesha Block,3 Bedroom,2500,2.0,1.0,300.0,3.0,2500.0,12000.0,833.3333333333334
Super built-up  Area,Ready To Move,Ganga Nagar,1 BHK,600,1.0,0.0,38.0,1.0,600.0,6333.333333333333,600.0
Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,845,2.0,1.0,55.0,2.0,845.0,6508.87573964497,422.5
Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,1112,2.0,3.0,68.0,2.0,1112.0,6115.107913669065,556.0
Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,998,2.0,2.0,65.0,2.0,998.0,6513.026052104208,499.0
Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,1250,2.0,2.0,65.0,2.0,1250.0,5200.0,625.0
Built-up  Area,Ready To Move,Garebhavipalya,2 Bedroom,1200,2.0,1.0,75.0,2.0,1200.0,6250.0,600.0
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,1325,2.0,2.0,60.8,3.0,1325.0,4588.679245283019,441.6666666666667
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1060,2.0,1.0,48.7,2.0,1060.0,4594.33962264151,530.0
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1150,2.0,1.0,52.75,2.0,1150.0,4586.95652173913,575.0
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,1295,2.0,1.0,59.5,3.0,1295.0,4594.594594594595,431.6666666666667
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,1320,2.0,2.0,60.6,3.0,1320.0,4590.909090909091,440.0
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,1295,2.0,2.0,59.5,3.0,1295.0,4594.594594594595,431.6666666666667
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1150,2.0,2.0,52.8,2.0,1150.0,4591.304347826087,575.0
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1150,2.0,1.0,52.8,2.0,1150.0,4591.304347826087,575.0
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1060,2.0,1.0,48.5,2.0,1060.0,4575.471698113208,530.0
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1150,2.0,1.0,52.5,2.0,1150.0,4565.217391304348,575.0
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,1325,2.0,2.0,60.8,3.0,1325.0,4588.679245283019,441.6666666666667
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1060,2.0,1.0,48.66,2.0,1060.0,4590.566037735849,530.0
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1150,2.0,2.0,52.0,2.0,1150.0,4521.739130434783,575.0
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1154,2.0,1.0,51.8,2.0,1154.0,4488.734835355286,577.0
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,1325,2.0,2.0,60.0,3.0,1325.0,4528.301886792453,441.6666666666667
Plot  Area,18-Apr,Gattahalli,3 Bedroom,2000,2.0,2.0,95.0,3.0,2000.0,4750.0,666.6666666666666
Plot  Area,Ready To Move,Gaurava Nagar,5 Bedroom,1650,6.0,2.0,200.0,5.0,1650.0,12121.212121212122,330.0
Super built-up  Area,Ready To Move,Geddalahalli,2 BHK,850,2.0,1.0,32.5,2.0,850.0,3823.529411764706,425.0
Super built-up  Area,Ready To Move,Geddalahalli,2 BHK,893,2.0,2.0,34.5,2.0,893.0,3863.3818589025755,446.5
Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,2400,4.0,1.0,400.0,4.0,2400.0,16666.666666666668,600.0
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,1800,3.0,2.0,252.0,3.0,1800.0,14000.0,600.0
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,1350,3.0,0.0,240.0,3.0,1350.0,17777.777777777777,450.0
Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,2400,4.0,2.0,400.0,4.0,2400.0,16666.666666666668,600.0
Built-up  Area,Ready To Move,Giri Nagar,6 Bedroom,3000,4.0,1.0,375.0,6.0,3000.0,12500.0,500.0
Plot  Area,Ready To Move,Giri Nagar,6 Bedroom,2400,6.0,1.0,400.0,6.0,2400.0,16666.666666666668,400.0
Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,4000,3.0,2.0,750.0,4.0,4000.0,18750.0,1000.0
Plot  Area,Ready To Move,Gkvk Layout,3 Bedroom,1350,3.0,3.0,195.0,3.0,1350.0,14444.444444444445,450.0
